This is a summary of the actual merkle distributor deployed (with some USDC and DAI pod addresses omitted),,
address,earnings,reasons
0xe2d128323cf7560a6e7a82726d7b425aedc7a556,775.5341708,"snapshot,V2_DAI,V2_USDC,V1,V3_DAI"
0x4ccbd4407a8d8e2c3eeddd91dda383be3f571771,775.2428253,V2_DAI
0x38c8d37a8d3c22afa8c81117abc594cd1bd3a72f,771.3259211,"snapshot,V2_DAI,V3_DAI"
0xc6a0d93a696b3cb60a3d1adc7852bb3131639671,770.8678761,"snapshot,V2_DAI,V3_DAI,V2_SAI,V1,V2_USDC,V2_DAI_POD"
0x435a201e8e87b1ff65d0c23d3f9ed073ae064087,768.4357162,"V2_USDC,V2_DAI"
0x245178c3482674d16f12f47ed69914d9ac6b302d,766.6338067,"V3_DAI,V2_DAI"
0xcde771cb4b774d9e78192d111ab45a34cf60e583,766.2409435,V3_DAI
0x1200eb4fa3df9903fc6eff1d7a4a5d17502329b2,766.2026238,"snapshot,V3_DAI"
0x158deb9f418f6800c57808ebcb5506517361eefc,765.4602762,"snapshot,V2_DAI_POD,V2_USDC_POD,V2_DAI,V2_USDC,V3_DAI,V3_UNI"
0xfcd482a7c8ffa7df182921b753a6a36cb298db51,764.7759179,V2_SAI
0x4d771d5a1e49634b41a40b244ee9670fb80418b7,762.536294,"snapshot,V2_DAI,V3_DAI"
0xa4cee0880a2a5f3571caef488b52b32230f749d6,754.9774867,"V2_DAI,V3_DAI"
0x90c77a14b5ccc5b3d7a45c2fe05538e82f941246,753.9631125,V2_DAI
0x45533c92f693b7c90b5ef32bfa5a2f98a8fca4af,753.8296724,"V2_SAI,V2_DAI"
0x0fa38abec02bd4dbb87f189df50b674b9db0b468,753.2870337,V2_DAI
0x63421ae93c44f5f3f58b7e3ad1245e955db49897,752.4501068,"snapshot,V3_DAI"
0xd70804463bb2760c3384fc87bbe779e3d91bab3a,748.5513746,"snapshot,V2_SAI,V3_DAI"
0x5ea7ea516720a8f59c9d245e2e98bca0b6df7441,748.24828,"snapshot,V2_USDC,V2_DAI_POD,V2_USDC_POD,V2_DAI,V3_DAI"
0x029aa20dcc15c022b1b61d420aacf7f179a9c73f,746.6839954,"V3_DAI,V2_DAI_POD,V2_USDC_POD,V2_USDC,V2_DAI"
0x212ce93b949cc68897d901e7ef6266513840f30d,744.2079064,V2_DAI
0xaa1c73b88867dd5ae89813f2d1b4f715d7d9a134,742.893809,V3_DAI
0x7cd9a0c8838e241ef5e48d673d734efc29ba76e1,742.1425056,"snapshot,V2_DAI,V3_DAI"
0x1719c7dc8216ce67f96171e1a817195ae075d78d,739.8269804,"snapshot,V3_DAI,V2_DAI"
0xde107b82e3e47ed281d276644b8115548c085c24,739.4572517,"snapshot,V3_USDC,V3_DAI,V3_UNI,V2_DAI,V2_USDC"
0x4f50d47d20380172746527bbeaa274940c38efac,732.6293495,"snapshot,V3_DAI,V2_USDC"
0x18e4f03e5b65066e0084b1baa17483f29ff5b592,731.7125026,"snapshot,V3_DAI,V2_DAI,V2_SAI"
0xd53a2ada124a94bac0f20a0fe8ba5dbaf4bb03a1,731.6058889,V3_DAI
0xbd167d37df42df3e8e2d4ffbc8993e3100097ac7,729.7108211,"snapshot,V2_DAI,V2_USDC,V3_DAI"
0x73186b2a81952c2340c4eb2e74e89869e1183df0,728.0403977,V2_DAI
0x40e234f653ac53e94b1f097a6f67756a164cdb2d,726.1220479,V3_UNI
0x2a5ef63a2acabc827682770390b1e47ef329b0d6,724.9857997,"V2_DAI,V2_USDC"
0x3169d394d189f0b3d55bc63185bd4a10c12b2b19,720.4078886,V2_DAI
0xee280610dd59bb68634e61b425456e288ef7f487,720.0325207,"V2_DAI,V3_DAI"
0x635a8235189d62e9f048e246bd8a240e2a7bacbe,715.9355329,"V2_DAI,V2_USDC,V2_SAI"
0xd90ec9dc6f220be43ad88f3eff78fbd00d8fd1d6,715.4556215,"snapshot,V2_SAI,V2_USDC,V3_DAI,V2_DAI,V3_UNI"
0x5668ead1edb8e2a4d724c8fb9cb5ffeabeb422dc,713.6121897,"snapshot,V2_DAI,V2_USDC,V1,V3_DAI"
0x4e2f73102dc06c8e32b3a3318d18fa64cf42ca69,712.4724107,"V2_USDC,V3_DAI,V2_DAI,V3_USDC,V3_UNI"
0x024f36b02608a5129c61f8df54dc7286f9113dee,707.8583673,"snapshot,V2_USDC,V2_DAI,V3_DAI,V2_SAI"
0xcf6ce779dc8df985b19ebe76f537462b67af3765,707.4395811,"snapshot,V3_DAI"
0xb423973fb9e26dc8b02e9273928417a2da0e0e0e,707.1188238,"snapshot,V2_DAI,V2_SAI,V3_DAI"
0x8a2f5d6d822611bdab08d306aa8f3e3942177417,706.7212769,V3_USDC
0x0057bd83a142da84b6404616c683e21e7dd6fa5f,706.1711457,"snapshot,V3_DAI"
0xe2b7377f7d63bdec4dd2b904361b244fcbe2962c,704.8287081,"snapshot,V2_DAI,V3_DAI"
0x544845005e42fe00a3c0e9735eeec25aa068b428,698.2637005,V3_DAI
0x35ac1fca4d919e864e2fdf10297cf09939ef5a4d,698.0538227,"snapshot,V3_DAI"
0xcb726f13479963934e91b6f34b6e87ec69c21bb9,696.9772742,"snapshot,V3_DAI"
0xdb53fd872368c4d72ebb814b1e5d7b1babe2b834,695.4523336,"snapshot,V2_DAI_POD,V2_DAI,V3_DAI,V2_SAI"
0x4bf6ea6eaa07ef34ceddd45678aba90a1b56c2f3,693.1240096,"snapshot,V3_DAI"
0xa5bc04fd5e4011f6e3bedf1263f0fd5eba12d98f,691.6005864,"V2_SAI,V2_DAI,V3_DAI"
0x38ca03be401523dbf975e2e47e6f891e72f15f87,690.2410708,V2_DAI
